epoch,step,train_loss,val_loss,val_mcc_best,val_thr_best
0,17,,0.6782584190368652,0.30225488543510437,0.5012954473495483
0,17,0.6454349160194397,,,
1,35,,0.6243308782577515,0.4983121454715729,0.4819447100162506
1,35,0.5352802872657776,,,
2,53,,0.5723556876182556,0.4836617410182953,0.47487860918045044
2,53,0.45330244302749634,,,
3,71,,0.503233790397644,0.5648271441459656,0.42371848225593567
3,71,0.3994940519332886,,,
4,89,,0.5999528169631958,0.4935607612133026,0.45635539293289185
4,89,0.3548602759838104,,,
5,107,,0.6213183403015137,0.5807850956916809,0.37849950790405273
5,107,0.32032909989356995,,,
6,125,,0.5554803609848022,0.5924044847488403,0.4072261452674866
6,125,0.29111945629119873,,,
7,143,,0.5290576219558716,0.6221599578857422,0.7423710227012634
7,143,0.27285948395729065,,,
8,161,,0.5992136001586914,0.6281352639198303,0.4521681070327759
8,161,0.22289779782295227,,,
9,179,,0.8403401374816895,0.5515515804290771,0.29112768173217773
9,179,0.21380046010017395,,,
10,197,,0.6157017946243286,0.5607659220695496,0.8962319493293762
10,197,0.23605313897132874,,,
11,215,,0.7381893396377563,0.5485435128211975,0.8967359662055969
11,215,0.19152627885341644,,,
12,233,,0.7244330644607544,0.601133406162262,0.19335000216960907
12,233,0.1647176742553711,,,
13,251,,0.6545302271842957,0.6027963161468506,0.9261842370033264
13,251,0.17567095160484314,,,
14,269,,0.656842827796936,0.601133406162262,0.385141521692276
14,269,0.12871013581752777,,,
15,287,,0.9607270359992981,0.5221776366233826,0.5049081444740295
15,287,0.17308948934078217,,,
16,305,,0.8130354285240173,0.5233531594276428,0.09835803508758545
16,305,0.16332165896892548,,,
17,323,,0.6884299516677856,0.6380271315574646,0.2551347017288208
17,323,0.12386999279260635,,,
18,341,,0.7773979902267456,0.6281352639198303,0.6322295665740967
18,341,0.1300395280122757,,,
19,359,,0.8380345106124878,0.5924044847488403,0.6896879076957703
19,359,0.12740476429462433,,,
20,377,,0.83339923620224,0.601133406162262,0.41447222232818604
20,377,0.10783295333385468,,,
21,395,,0.9534116983413696,0.5485435128211975,0.9294281005859375
21,395,0.11180558055639267,,,
22,413,,0.8020534515380859,0.5915403366088867,0.958011269569397
22,413,0.11783518642187119,,,
23,431,,0.8354108333587646,0.6027963161468506,0.9375303387641907
23,431,0.09455425292253494,,,
24,449,,1.011670470237732,0.5844622850418091,0.9590014219284058
24,449,0.09379453212022781,,,
25,467,,1.0252206325531006,0.5485435128211975,0.9682652950286865
25,467,0.12271604686975479,,,
26,485,,0.8824411630630493,0.6130252480506897,0.7318534851074219
26,485,0.08331257104873657,,,
27,503,,0.9542950987815857,0.5747190117835999,0.5027574896812439
27,503,0.07098720967769623,,,
28,521,,0.8625807762145996,0.6527206301689148,0.9569827914237976
28,521,0.07400867342948914,,,
29,539,,0.9144880771636963,0.6914090514183044,0.9507851600646973
29,539,0.130243718624115,,,
30,557,,0.7759131789207458,0.6914090514183044,0.9420385956764221
30,557,0.09932214021682739,,,
31,575,,0.8644247055053711,0.6619094610214233,0.9574185013771057
31,575,0.09491264075040817,,,
32,593,,0.834653377532959,0.61592698097229,0.8924822211265564
32,593,0.11437558382749557,,,
33,611,,0.7624078392982483,0.6756185293197632,0.17341230809688568
33,611,0.07234188914299011,,,
34,629,,0.7694116830825806,0.6619094610214233,0.9514947533607483
34,629,0.0965409129858017,,,
35,647,,0.737403929233551,0.6527206301689148,0.8270059823989868
35,647,0.08524975180625916,,,
36,665,,0.7041412591934204,0.6473984718322754,0.928469717502594
36,665,0.0918891653418541,,,
37,683,,0.9243056774139404,0.6476890444755554,0.9939702749252319
37,683,0.07457335293292999,,,
38,701,,0.9734991788864136,0.6758624911308289,0.9877440333366394
38,701,0.06750713288784027,,,
39,719,,1.000741958618164,0.6756185293197632,0.04061362147331238
39,719,0.06157684326171875,,,
40,737,,1.010149598121643,0.6527206301689148,0.9731883406639099
40,737,0.07388359308242798,,,
41,755,,1.2353954315185547,0.5378562211990356,0.3313271999359131
41,755,0.08045300096273422,,,
42,773,,1.0432831048965454,0.5488162040710449,0.09091643989086151
42,773,0.09259606152772903,,,
43,791,,0.9744977951049805,0.5807850956916809,0.9236032366752625
43,791,0.060576532036066055,,,
44,809,,1.0828819274902344,0.5747190117835999,0.08645052462816238
44,809,0.07975903898477554,,,
45,827,,1.2554270029067993,0.5869103074073792,0.015378945507109165
45,827,0.058971110731363297,,,
46,845,,1.2394704818725586,0.5869103074073792,0.17279216647148132
46,845,0.052869006991386414,,,
47,863,,1.1712114810943604,0.5869103074073792,0.22683650255203247
47,863,0.05630338937044144,,,
48,881,,1.1160013675689697,0.632400631904602,0.9691147804260254
48,881,0.054043907672166824,,,
49,899,,1.135627269744873,0.5807850956916809,0.9522196054458618
49,899,0.06001029163599014,,,
