epoch,step,train_loss,val_loss,val_mcc_best,val_thr_best
0,17,,0.6791986227035522,0.423623651266098,0.47433581948280334
0,17,0.6380866765975952,,,
1,35,,0.5948249697685242,0.6258159875869751,0.4159562587738037
1,35,0.5127142071723938,,,
2,53,,0.473569393157959,0.6796796917915344,0.5248587131500244
2,53,0.46522653102874756,,,
3,71,,0.44712600111961365,0.6473984718322754,0.6412334442138672
3,71,0.3663511872291565,,,
4,89,,0.42630887031555176,0.7107074856758118,0.5874881148338318
4,89,0.32102322578430176,,,
5,107,,0.5124408602714539,0.61592698097229,0.6927050352096558
5,107,0.288453608751297,,,
6,125,,0.5015382170677185,0.6778616309165955,0.6200448870658875
6,125,0.26873934268951416,,,
7,143,,0.49698513746261597,0.6619094610214233,0.7533754110336304
7,143,0.26057949662208557,,,
8,161,,0.5347733497619629,0.7107074856758118,0.749316930770874
8,161,0.19946026802062988,,,
9,179,,0.632332444190979,0.6476890444755554,0.9317331910133362
9,179,0.2103886604309082,,,
10,197,,0.5529743432998657,0.6027963161468506,0.831666111946106
10,197,0.18524490296840668,,,
11,215,,0.7723526954650879,0.5844622850418091,0.8624639511108398
11,215,0.1811896413564682,,,
12,233,,0.6349306106567383,0.5485435128211975,0.7813194990158081
12,233,0.17196351289749146,,,
13,251,,0.6720747947692871,0.5869103074073792,0.11698125302791595
13,251,0.1619987189769745,,,
14,269,,0.7784253358840942,0.6497324705123901,0.7312940955162048
14,269,0.17070408165454865,,,
15,287,,0.7908631563186646,0.632400631904602,0.9650869369506836
15,287,0.14439909160137177,,,
16,305,,0.7440619468688965,0.6221599578857422,0.9555448889732361
16,305,0.1297309845685959,,,
17,323,,0.8111337423324585,0.5620385408401489,0.13530179858207703
17,323,0.11559823155403137,,,
18,341,,0.8321652412414551,0.5648271441459656,0.5300126671791077
18,341,0.09545642882585526,,,
19,359,,0.7596431970596313,0.6453550457954407,0.9071549773216248
19,359,0.10226216167211533,,,
20,377,,0.6652563810348511,0.6281352639198303,0.29808080196380615
20,377,0.11600904911756516,,,
21,395,,0.6673600077629089,0.6527206301689148,0.9541276097297668
21,395,0.11865738034248352,,,
22,413,,0.7449790239334106,0.6281352639198303,0.6158552765846252
22,413,0.08523406833410263,,,
23,431,,0.8381027579307556,0.601133406162262,0.4376924932003021
23,431,0.08947156369686127,,,
24,449,,0.8638005256652832,0.6016016006469727,0.10422443598508835
24,449,0.11774007976055145,,,
