epoch,step,train_loss,val_loss,val_mcc_best,val_thr_best
0,17,,0.6688792705535889,0.4874874949455261,0.49163782596588135
0,17,0.6417120099067688,,,
1,35,,0.6078231334686279,0.6221599578857422,0.4539869725704193
1,35,0.5386329293251038,,,
2,53,,0.4987114369869232,0.6258159875869751,0.3533634543418884
2,53,0.44593825936317444,,,
3,71,,0.47350895404815674,0.5730006098747253,0.6563016772270203
3,71,0.4087276756763458,,,
4,89,,0.5377844572067261,0.6644105911254883,0.47816622257232666
4,89,0.3579314947128296,,,
5,107,,0.44218358397483826,0.6190933585166931,0.14915573596954346
5,107,0.31296125054359436,,,
6,125,,0.3837219774723053,0.6842321157455444,0.3125750720500946
6,125,0.31206896901130676,,,
7,143,,0.4792291820049286,0.6421839594841003,0.08973385393619537
7,143,0.23456665873527527,,,
8,161,,0.5373535752296448,0.5869103074073792,0.27692246437072754
8,161,0.2330184429883957,,,
9,179,,0.5356260538101196,0.61592698097229,0.79526686668396
9,179,0.2164153903722763,,,
10,197,,0.562201738357544,0.6258159875869751,0.18466006219387054
10,197,0.22325432300567627,,,
11,215,,0.4758688807487488,0.7135099172592163,0.35237208008766174
11,215,0.18391543626785278,,,
12,233,,0.5809423327445984,0.6497324705123901,0.21226342022418976
12,233,0.1659982055425644,,,
13,251,,0.6216520071029663,0.6558056473731995,0.07000800222158432
13,251,0.14403550326824188,,,
14,269,,0.5183391571044922,0.6644105911254883,0.2503772974014282
14,269,0.15910491347312927,,,
15,287,,0.605954647064209,0.6656656861305237,0.06333726644515991
15,287,0.16041938960552216,,,
16,305,,0.5543609261512756,0.7390196919441223,0.07046882063150406
16,305,0.13078069686889648,,,
17,323,,0.4645545184612274,0.6895933747291565,0.07350929826498032
17,323,0.10608793795108795,,,
18,341,,0.6249514222145081,0.6833104491233826,0.8285914659500122
18,341,0.1341366022825241,,,
19,359,,0.6003067493438721,0.6842321157455444,0.3783823549747467
19,359,0.11546465009450912,,,
20,377,,0.6295816898345947,0.6398129463195801,0.015480412170290947
20,377,0.12533199787139893,,,
21,395,,0.7169389724731445,0.6644105911254883,0.08247436583042145
21,395,0.1296825259923935,,,
22,413,,0.7333959341049194,0.6258159875869751,0.09064105898141861
22,413,0.12259958684444427,,,
23,431,,0.5418528914451599,0.6778616309165955,0.5244364738464355
23,431,0.12971702218055725,,,
24,449,,0.588058590888977,0.6789641380310059,0.9231114983558655
24,449,0.08824946731328964,,,
25,467,,0.5688157081604004,0.6895933747291565,0.017215505242347717
25,467,0.11058300733566284,,,
26,485,,0.6790236234664917,0.7192068099975586,0.25215718150138855
26,485,0.09385751932859421,,,
27,503,,0.5587688684463501,0.7477892637252808,0.5671627521514893
27,503,0.1074797585606575,,,
28,521,,0.5410703420639038,0.7066037058830261,0.033933624625205994
28,521,0.08057225495576859,,,
29,539,,0.4865247905254364,0.7477892637252808,0.3748512268066406
29,539,0.12768512964248657,,,
30,557,,0.5532042980194092,0.7477892637252808,0.08156850188970566
30,557,0.08759286254644394,,,
31,575,,0.5201050043106079,0.7013352513313293,0.25990334153175354
31,575,0.09139706194400787,,,
32,593,,0.5746790170669556,0.7772873640060425,0.0833825170993805
32,593,0.07380368560552597,,,
33,611,,0.635502278804779,0.6914433836936951,0.18287575244903564
33,611,0.09375077486038208,,,
34,629,,0.5424051284790039,0.7192068099975586,0.13553018867969513
34,629,0.06728290766477585,,,
35,647,,0.609157919883728,0.710629940032959,0.45777130126953125
35,647,0.0785444900393486,,,
36,665,,0.7887039184570312,0.6616931557655334,0.0036113038659095764
36,665,0.08342614769935608,,,
37,683,,0.6550559401512146,0.6206750273704529,0.38136547803878784
37,683,0.07977427542209625,,,
38,701,,0.7713108062744141,0.6504673957824707,0.08762866258621216
38,701,0.08015462756156921,,,
39,719,,0.8680492639541626,0.6756185293197632,0.030497757717967033
39,719,0.0865602046251297,,,
40,737,,0.8281134366989136,0.683941125869751,0.0053727771155536175
40,737,0.08728595823049545,,,
41,755,,0.9136857986450195,0.6281352639198303,0.03217336907982826
41,755,0.07721518725156784,,,
42,773,,0.747327446937561,0.6756185293197632,0.05012538284063339
42,773,0.0638236254453659,,,
43,791,,0.7149797081947327,0.6895933747291565,0.01660926826298237
43,791,0.06349026411771774,,,
44,809,,0.8469111323356628,0.6895933747291565,0.010898347944021225
44,809,0.05369019880890846,,,
45,827,,0.8588882684707642,0.683941125869751,0.007779064122587442
45,827,0.06436564773321152,,,
46,845,,0.9187722206115723,0.7066037058830261,0.0010292953811585903
46,845,0.13946354389190674,,,
47,863,,0.7348765134811401,0.6644105911254883,0.06350905448198318
47,863,0.10819642245769501,,,
48,881,,0.6580935120582581,0.6558056473731995,0.23561371862888336
48,881,0.10777799785137177,,,
49,899,,0.6626803874969482,0.7066037058830261,0.008533839136362076
49,899,0.06652720272541046,,,
50,917,,0.7442686557769775,0.7066037058830261,0.0036000225227326155
50,917,0.058060161769390106,,,
51,935,,0.6199194192886353,0.7013352513313293,0.21642319858074188
51,935,0.05471405014395714,,,
52,953,,0.8607362508773804,0.7066037058830261,0.0007979018264450133
52,953,0.06729388982057571,,,
