epoch,step,train_loss,val_loss,val_mcc_best,val_thr_best
0,17,,0.6775320768356323,0.39752432703971863,0.4718979001045227
0,17,0.6338038444519043,,,
1,35,,0.6240193247795105,0.45221590995788574,0.4655565321445465
1,35,0.5233973264694214,,,
2,53,,0.559256374835968,0.5186807513237,0.53408282995224
2,53,0.435349702835083,,,
3,71,,0.5890242457389832,0.4775669276714325,0.4809935390949249
3,71,0.38076290488243103,,,
4,89,,0.6472532153129578,0.3977124094963074,0.16003228724002838
4,89,0.3382415473461151,,,
5,107,,0.7600984573364258,0.42062175273895264,0.16798116266727448
5,107,0.2679131031036377,,,
6,125,,0.7510644793510437,0.4992468059062958,0.8459163308143616
6,125,0.26437652111053467,,,
7,143,,0.7778567671775818,0.4664343297481537,0.873333752155304
7,143,0.23047535121440887,,,
8,161,,1.030332326889038,0.5510387420654297,0.5292448997497559
8,161,0.18961310386657715,,,
9,179,,1.0422306060791016,0.5627536773681641,0.6782968640327454
9,179,0.17364366352558136,,,
10,197,,0.9891403317451477,0.4732058644294739,0.7169893383979797
10,197,0.21295224130153656,,,
11,215,,0.9736783504486084,0.5807564854621887,0.7486452460289001
11,215,0.23064164817333221,,,
12,233,,1.0494582653045654,0.5627536773681641,0.46876028180122375
12,233,0.17579257488250732,,,
13,251,,0.8500354290008545,0.5186807513237,0.8552038073539734
13,251,0.15766499936580658,,,
14,269,,0.9303164482116699,0.520245373249054,0.9732269644737244
14,269,0.1469518095254898,,,
15,287,,1.2989864349365234,0.5439656376838684,0.22252564132213593
15,287,0.1617555320262909,,,
16,305,,0.9316087961196899,0.4730684459209442,0.7997146248817444
16,305,0.14939375221729279,,,
17,323,,1.126131534576416,0.456936776638031,0.9575783014297485
17,323,0.12052033096551895,,,
18,341,,1.1372982263565063,0.5114732384681702,0.2761356234550476
18,341,0.08764826506376266,,,
19,359,,1.1990125179290771,0.520245373249054,0.9367953538894653
19,359,0.12903542816638947,,,
20,377,,0.9591037034988403,0.4890024960041046,0.6786747574806213
20,377,0.14975963532924652,,,
21,395,,1.2550077438354492,0.489040732383728,0.9290041923522949
21,395,0.11302722245454788,,,
22,413,,1.2635817527770996,0.5114732384681702,0.2986679673194885
22,413,0.0919061228632927,,,
23,431,,1.4433221817016602,0.520245373249054,0.9701455235481262
23,431,0.08803725242614746,,,
24,449,,1.0956796407699585,0.5507614612579346,0.980494499206543
24,449,0.10053376853466034,,,
25,467,,1.2903835773468018,0.5507614612579346,0.9428501129150391
25,467,0.09116017073392868,,,
26,485,,1.033179759979248,0.520245373249054,0.9842490553855896
26,485,0.08311374485492706,,,
27,503,,1.2629919052124023,0.5627536773681641,0.9727734923362732
27,503,0.09306401014328003,,,
28,521,,1.2140450477600098,0.520245373249054,0.9701401591300964
28,521,0.07974343001842499,,,
29,539,,1.0728322267532349,0.5510387420654297,0.8074852228164673
29,539,0.07684002071619034,,,
30,557,,1.3593920469284058,0.5507614612579346,0.9778380990028381
30,557,0.07192450761795044,,,
31,575,,1.4549609422683716,0.5507614612579346,0.9596347808837891
31,575,0.08495615422725677,,,
