epoch,step,train_loss,val_loss,val_mcc_best,val_thr_best
0,17,,0.6756068468093872,0.31859299540519714,0.47767290472984314
0,17,0.6398276686668396,,,
1,35,,0.6191516518592834,0.5754130482673645,0.41846558451652527
1,35,0.5177731513977051,,,
2,53,,0.4561878442764282,0.6978733539581299,0.4813326597213745
2,53,0.44925615191459656,,,
3,71,,0.4385480284690857,0.7107074856758118,0.49154484272003174
3,71,0.3828016519546509,,,
4,89,,0.45953360199928284,0.7333333492279053,0.6181881427764893
4,89,0.3671145737171173,,,
5,107,,0.5251346826553345,0.8007572293281555,0.6944606304168701
5,107,0.2775347828865051,,,
6,125,,0.612038254737854,0.7682287693023682,0.8935158252716064
6,125,0.2511889636516571,,,
7,143,,0.743756115436554,0.7682287693023682,0.8824529051780701
7,143,0.264193594455719,,,
8,161,,0.8000829219818115,0.7033503651618958,0.8386638164520264
8,161,0.2001047134399414,,,
9,179,,0.8373817205429077,0.7333333492279053,0.8884569406509399
9,179,0.18202252686023712,,,
10,197,,0.7076379656791687,0.7304943203926086,0.7394293546676636
10,197,0.18421012163162231,,,
11,215,,0.82798832654953,0.6666666865348816,0.6733745336532593
11,215,0.18092405796051025,,,
12,233,,0.7352007627487183,0.6978733539581299,0.7734582424163818
12,233,0.16364692151546478,,,
13,251,,0.671440839767456,0.6975870132446289,0.9803889393806458
13,251,0.13787303864955902,,,
14,269,,0.7471085786819458,0.6978733539581299,0.7784990072250366
14,269,0.13207435607910156,,,
15,287,,0.8169559836387634,0.6700305938720703,0.6463546752929688
15,287,0.1268242448568344,,,
16,305,,0.83238285779953,0.7028635144233704,0.3478167951107025
16,305,0.11209315061569214,,,
17,323,,0.7347978353500366,0.7333333492279053,0.40826302766799927
17,323,0.12767404317855835,,,
18,341,,0.794424295425415,0.7311261296272278,0.9114432334899902
18,341,0.11900028586387634,,,
19,359,,0.8050198554992676,0.6640043258666992,0.947348415851593
19,359,0.11930013447999954,,,
20,377,,0.8079221248626709,0.7651382684707642,0.7279754281044006
20,377,0.0988614559173584,,,
21,395,,0.7761932611465454,0.6975870132446289,0.924453854560852
21,395,0.14835621416568756,,,
22,413,,0.9035384654998779,0.6666666865348816,0.38987672328948975
22,413,0.13356439769268036,,,
23,431,,0.7866699695587158,0.7651382684707642,0.7567554116249084
23,431,0.1212000772356987,,,
24,449,,0.7995122671127319,0.7357885837554932,0.7573450207710266
24,449,0.10093803703784943,,,
25,467,,0.7864025831222534,0.7304943203926086,0.8500585556030273
25,467,0.0836266502737999,,,
