epoch,step,train_loss,val_loss,val_mcc_best,val_thr_best
0,17,,0.6871767044067383,0.3318468928337097,0.4971887171268463
0,17,0.6605924963951111,,,
1,35,,0.6166743040084839,0.49704509973526,0.4857570230960846
1,35,0.5474643707275391,,,
2,53,,0.5757637619972229,0.4413281977176666,0.2907634973526001
2,53,0.45636290311813354,,,
3,71,,0.6135385036468506,0.5121176838874817,0.07082077115774155
3,71,0.3774752616882324,,,
4,89,,0.6854946613311768,0.44696226716041565,0.6610286235809326
4,89,0.36006349325180054,,,
5,107,,0.7372507452964783,0.5304495096206665,0.16492018103599548
5,107,0.30964380502700806,,,
6,125,,0.8596845865249634,0.46244797110557556,0.02369055710732937
6,125,0.26812154054641724,,,
7,143,,0.8228281140327454,0.451091468334198,0.06578277051448822
7,143,0.24161109328269958,,,
8,161,,0.8012845516204834,0.5304495096206665,0.12482928484678268
8,161,0.2059382051229477,,,
9,179,,0.8415770530700684,0.5408681035041809,0.3770027458667755
9,179,0.20976471900939941,,,
10,197,,0.856542706489563,0.5470744371414185,0.24258677661418915
10,197,0.18400581181049347,,,
11,215,,1.2794082164764404,0.47185561060905457,0.1630556583404541
11,215,0.16483555734157562,,,
12,233,,1.0392869710922241,0.5971617102622986,0.4294849932193756
12,233,0.15070682764053345,,,
13,251,,1.2058212757110596,0.5014662742614746,0.3306640386581421
13,251,0.1325264275074005,,,
14,269,,1.0940617322921753,0.499513179063797,0.7388278245925903
14,269,0.16727197170257568,,,
15,287,,1.1304445266723633,0.4197552800178528,0.11928416043519974
15,287,0.14584881067276,,,
16,305,,1.0996063947677612,0.5054013133049011,0.203854501247406
16,305,0.13344956934452057,,,
17,323,,1.1737902164459229,0.5345086455345154,0.146809384226799
17,323,0.10306300222873688,,,
18,341,,1.2312843799591064,0.48341482877731323,0.1971621960401535
18,341,0.1340152770280838,,,
19,359,,1.1863768100738525,0.48341482877731323,0.03231842815876007
19,359,0.11498474329710007,,,
20,377,,1.52834153175354,0.46874740719795227,0.9008619785308838
20,377,0.10092329233884811,,,
21,395,,1.219734787940979,0.5014662742614746,0.22938762605190277
21,395,0.11142032593488693,,,
22,413,,1.3867108821868896,0.5014662742614746,0.2744832932949066
22,413,0.1045389175415039,,,
23,431,,1.6163172721862793,0.44259417057037354,0.20571132004261017
23,431,0.09937027096748352,,,
24,449,,1.3604440689086914,0.5015190243721008,0.7744308710098267
24,449,0.0834837332367897,,,
25,467,,1.5612409114837646,0.5620723366737366,0.49809232354164124
25,467,0.13624073565006256,,,
26,485,,1.6195051670074463,0.4766255021095276,0.07459571212530136
26,485,0.1115887388586998,,,
27,503,,1.4873006343841553,0.4995112419128418,0.5209547877311707
27,503,0.11230549216270447,,,
28,521,,1.3967161178588867,0.4995112419128418,0.6022365093231201
28,521,0.09492876380681992,,,
29,539,,1.548028826713562,0.5345086455345154,0.06131383031606674
29,539,0.07737237960100174,,,
30,557,,1.6498557329177856,0.4679398238658905,0.6769433617591858
30,557,0.08773814886808395,,,
31,575,,1.8343355655670166,0.47185561060905457,0.055198878049850464
31,575,0.08834320306777954,,,
32,593,,1.7504665851593018,0.5640273690223694,0.18098081648349762
32,593,0.08308136463165283,,,
