epoch,step,train_loss,val_loss,val_mcc_best,val_thr_best
0,17,,0.6988587379455566,0.26639771461486816,0.442734956741333
0,17,0.6394526362419128,,,
1,35,,0.6416761875152588,0.5837520360946655,0.4310149550437927
1,35,0.5408809185028076,,,
2,53,,0.5139731168746948,0.6478345990180969,0.46429678797721863
2,53,0.43937456607818604,,,
3,71,,0.4328113794326782,0.7816317677497864,0.42366930842399597
3,71,0.37811097502708435,,,
4,89,,0.4201594591140747,0.7917498350143433,0.2561594545841217
4,89,0.38932642340660095,,,
5,107,,0.4126202464103699,0.7851207852363586,0.30116739869117737
5,107,0.3302268385887146,,,
6,125,,0.4331851601600647,0.6743935346603394,0.7098111510276794
6,125,0.28494101762771606,,,
7,143,,0.4249492287635803,0.7838717103004456,0.20143406093120575
7,143,0.2721705138683319,,,
8,161,,0.49128788709640503,0.7646433711051941,0.6164918541908264
8,161,0.24982060492038727,,,
9,179,,0.41559264063835144,0.7547515034675598,0.11706231534481049
9,179,0.24250257015228271,,,
10,197,,0.48904362320899963,0.7838717103004456,0.48245537281036377
10,197,0.1926792711019516,,,
11,215,,0.47378572821617126,0.7566299438476562,0.5165352821350098
11,215,0.1637704074382782,,,
12,233,,0.5651993751525879,0.6914433836936951,0.5203754901885986
12,233,0.2077919840812683,,,
13,251,,0.45669570565223694,0.7851207852363586,0.30125394463539124
13,251,0.18884006142616272,,,
14,269,,0.46379685401916504,0.7838717103004456,0.19746018946170807
14,269,0.20091906189918518,,,
15,287,,0.39093565940856934,0.7566299438476562,0.6119537353515625
15,287,0.1670997142791748,,,
16,305,,0.457793265581131,0.7619816660881042,0.041417431086301804
16,305,0.14231884479522705,,,
17,323,,0.6301234364509583,0.7507417798042297,0.16871893405914307
17,323,0.1449958086013794,,,
18,341,,0.41201019287109375,0.7619816660881042,0.11662416160106659
18,341,0.12978839874267578,,,
19,359,,0.4472042918205261,0.7517106533050537,0.5540380477905273
19,359,0.16632045805454254,,,
20,377,,0.6283965706825256,0.7497556209564209,0.17281191051006317
20,377,0.1471225768327713,,,
21,395,,0.5062633156776428,0.7517106533050537,0.5529758930206299
21,395,0.1090439185500145,,,
22,413,,0.43584781885147095,0.7812049388885498,0.45563191175460815
22,413,0.10191001743078232,,,
23,431,,0.47363102436065674,0.8123167157173157,0.3033216595649719
23,431,0.0922638326883316,,,
24,449,,0.656154215335846,0.7507417798042297,0.3710958659648895
24,449,0.09793975204229355,,,
25,467,,0.6211116909980774,0.7838717103004456,0.06449656933546066
25,467,0.09446357935667038,,,
26,485,,0.5661886930465698,0.8135489821434021,0.27526313066482544
26,485,0.10712351649999619,,,
27,503,,0.5083993077278137,0.843858003616333,0.1357349455356598
27,503,0.11525323987007141,,,
28,521,,0.44898831844329834,0.9065110087394714,0.24103300273418427
28,521,0.07497402280569077,,,
29,539,,0.6607791781425476,0.8748778104782104,0.1379677802324295
29,539,0.1194726973772049,,,
30,557,,0.4581701159477234,0.843858003616333,0.6075724363327026
30,557,0.1495756059885025,,,
31,575,,0.4970739185810089,0.8142717480659485,0.5390707850456238
31,575,0.11611076444387436,,,
32,593,,0.5528813600540161,0.8142717480659485,0.2785283923149109
32,593,0.08369005471467972,,,
33,611,,0.5268353223800659,0.8468965888023376,0.024372100830078125
33,611,0.07583989948034286,,,
34,629,,0.5006439685821533,0.8180596232414246,0.018163640052080154
34,629,0.06547945737838745,,,
35,647,,0.5712809562683105,0.8468965888023376,0.033968254923820496
35,647,0.08020245283842087,,,
36,665,,0.6319458484649658,0.8468965888023376,0.012506559491157532
36,665,0.07653401792049408,,,
37,683,,0.633464515209198,0.8468965888023376,0.014277591370046139
37,683,0.07895877212285995,,,
38,701,,0.5806584358215332,0.7816317677497864,0.5007236003875732
38,701,0.08012939989566803,,,
39,719,,0.6223145127296448,0.8180596232414246,0.03399186581373215
39,719,0.08578511327505112,,,
40,737,,0.5495056509971619,0.8180596232414246,0.04523272067308426
40,737,0.07115019112825394,,,
41,755,,0.6465781331062317,0.8135489821434021,0.03251573443412781
41,755,0.06082450598478317,,,
42,773,,0.764919102191925,0.7812049388885498,0.012980939820408821
42,773,0.06591750681400299,,,
43,791,,0.8228597044944763,0.8135489821434021,0.023078832775354385
43,791,0.05255616828799248,,,
44,809,,0.5979268550872803,0.8123167157173157,0.2523806095123291
44,809,0.06276585906744003,,,
45,827,,0.5239271521568298,0.8135489821434021,0.6377295255661011
45,827,0.06619549542665482,,,
46,845,,0.5680935382843018,0.8180596232414246,0.014104989357292652
46,845,0.08021828532218933,,,
47,863,,0.7001074552536011,0.8123167157173157,0.07804413884878159
47,863,0.07387568801641464,,,
48,881,,0.8078804612159729,0.7287249565124512,0.4277257025241852
48,881,0.06815382093191147,,,
