epoch,step,train_loss,val_loss,val_mcc_best,val_thr_best
0,17,,0.6709080934524536,0.40506234765052795,0.47645848989486694
0,17,0.6365190148353577,,,
1,35,,0.6453741788864136,0.516914427280426,0.43780457973480225
1,35,0.5227218270301819,,,
2,53,,0.4598095417022705,0.6456257104873657,0.5509496331214905
2,53,0.4454842507839203,,,
3,71,,0.4732266664505005,0.6340329051017761,0.43571174144744873
3,71,0.3817523717880249,,,
4,89,,0.42537277936935425,0.61592698097229,0.3895767033100128
4,89,0.34942588210105896,,,
5,107,,0.5074161291122437,0.6564423441886902,0.3787713348865509
5,107,0.3044837713241577,,,
6,125,,0.5200713872909546,0.6988362669944763,0.2831254005432129
6,125,0.26538169384002686,,,
7,143,,0.3827400207519531,0.6959779858589172,0.30781617760658264
7,143,0.23975485563278198,,,
8,161,,0.4768087863922119,0.700883150100708,0.32198041677474976
8,161,0.23296189308166504,,,
9,179,,0.41031578183174133,0.7249805927276611,0.6305450797080994
9,179,0.19128648936748505,,,
10,197,,0.6058074235916138,0.7677333950996399,0.11813487112522125
10,197,0.19783587753772736,,,
11,215,,0.5209916830062866,0.7677333950996399,0.10307327657938004
11,215,0.17826291918754578,,,
12,233,,0.6283326745033264,0.7493612766265869,0.7097225189208984
12,233,0.18245577812194824,,,
13,251,,0.4865973889827728,0.7210270166397095,0.04963505640625954
13,251,0.15485695004463196,,,
14,269,,0.5042731165885925,0.700883150100708,0.10011695325374603
14,269,0.1683323085308075,,,
15,287,,0.6828284859657288,0.7113004326820374,0.9263521432876587
15,287,0.14959095418453217,,,
16,305,,0.7443863153457642,0.7253238558769226,0.1919681429862976
16,305,0.14461974799633026,,,
17,323,,0.3222954273223877,0.7506939172744751,0.21920886635780334
17,323,0.13654808700084686,,,
18,341,,1.0509004592895508,0.7210270166397095,0.8591723442077637
18,341,0.13973359763622284,,,
19,359,,0.5219000577926636,0.6959779858589172,0.7798862457275391
19,359,0.0940585732460022,,,
20,377,,0.562592625617981,0.7439680099487305,0.09046164155006409
20,377,0.11980991065502167,,,
21,395,,0.8067306876182556,0.6772817969322205,0.4000902771949768
21,395,0.09629889577627182,,,
22,413,,0.4317653179168701,0.777094304561615,0.33975550532341003
22,413,0.15139712393283844,,,
23,431,,0.8256791234016418,0.7677333950996399,0.42793160676956177
23,431,0.11378125101327896,,,
24,449,,0.6484782695770264,0.7439680099487305,0.04069583863019943
24,449,0.10928139835596085,,,
25,467,,0.5073120594024658,0.7924058437347412,0.09144404530525208
25,467,0.09034932404756546,,,
26,485,,0.5371531248092651,0.7253238558769226,0.38028907775878906
26,485,0.0881069079041481,,,
27,503,,0.6400793790817261,0.7677333950996399,0.1079786941409111
27,503,0.07117172330617905,,,
28,521,,0.5223069787025452,0.7493075132369995,0.9830000400543213
28,521,0.07304054498672485,,,
29,539,,0.7296825647354126,0.7439680099487305,0.10191479325294495
29,539,0.08142026513814926,,,
30,557,,0.5677951574325562,0.777094304561615,0.15773391723632812
30,557,0.08746717125177383,,,
31,575,,0.49033838510513306,0.7249805927276611,0.6532260775566101
31,575,0.09640034288167953,,,
32,593,,1.504580020904541,0.6105955839157104,0.022359177470207214
32,593,0.14426222443580627,,,
33,611,,0.7670655846595764,0.7439680099487305,0.12723621726036072
33,611,0.1125020906329155,,,
34,629,,0.6904150247573853,0.7677333950996399,0.27932876348495483
34,629,0.10064427554607391,,,
35,647,,0.9029980897903442,0.6564423441886902,0.27373650670051575
35,647,0.10082396864891052,,,
36,665,,1.067958116531372,0.658241868019104,0.1587774008512497
36,665,0.0921206921339035,,,
37,683,,1.1084662675857544,0.6773284077644348,0.06031040474772453
37,683,0.08436112105846405,,,
38,701,,1.2977842092514038,0.6415792107582092,0.6600511074066162
38,701,0.06568607687950134,,,
39,719,,0.8056231737136841,0.7253238558769226,0.5736762881278992
39,719,0.07653465867042542,,,
40,737,,1.0250647068023682,0.7165005803108215,0.8206158876419067
40,737,0.07345360517501831,,,
41,755,,0.991646945476532,0.6773284077644348,0.09863099455833435
41,755,0.07299604266881943,,,
42,773,,0.8456571102142334,0.6564423441886902,0.020664123818278313
42,773,0.08993536233901978,,,
43,791,,1.0502394437789917,0.7253238558769226,0.48687732219696045
43,791,0.1029442772269249,,,
44,809,,0.45310676097869873,0.7677333950996399,0.14500103890895844
44,809,0.09995970875024796,,,
45,827,,0.7728029489517212,0.7253238558769226,0.43719083070755005
45,827,0.0912686288356781,,,
